,text
1815,ПКСДУ Дорожник ДЭУ-207 ул. Степная ст-е 4
1816,ПКСДУ Дорожник ДЭУ-207 ул. Степная сооруж. 5
1817,г.к. Дорожник сооруж. 3/2
1818,г.к. Дорожник сооруж. 11
1819,г.к. Дорожник сооруж. 16Б
1820,г.к. Дорожник сооруж. 22/1
1821,г.к. Дорожник сооруж. 26
1822,пер. 219 д. 5
1823,пер. 219 д. 6
1824,пер. 219 д. 7
1825,пер. 219 д. 8
1826,пер. 219 д. 10
1827,пер. 219 д. 12
1828,пер. 222 д. 5
1829,пер. 222 д. 7
1830,пер. 222 д. 9
1831,пер. 222 д. 11
1832,пер. 222 д. 13
1833,пр. Қабанбай Батыр д. 58Б корпус 1
1834,пр. Қабанбай Батыр д. 45/3 корпус 1
1835,пр. Қабанбай Батыр д. 60 корпус 1
1836,пр. Қабанбай Батыр д. 60А корпус 1
1837,пр. Қабанбай Батыр д. 45/3 корпус 2
1838,пр. Қабанбай Батыр зд. 2
1839,пр. Қабанбай Батыр д. 60 корпус 2
1840,пр. Қабанбай Батыр д. 60А корпус 2
1841,пр. Қабанбай Батыр д. 58Б корпус 2
1842,пр. Қабанбай Батыр д. 2/3
1843,пр. Қабанбай Батыр д. 2/4
1844,пр. Қабанбай Батыр д. 2/5
1845,пр. Қабанбай Батыр д. 2/6
1846,пр. Қабанбай Батыр д. 2/7
1847,пр. Қабанбай Батыр д. 60А корпус 3
1848,пр. Қабанбай Батыр д. 60 корпус 3
1849,пр. Қабанбай Батыр д. 45/3 корпус 3
1850,пр. Қабанбай Батыр д. 58Б корпус 3
1851,пр. Қабанбай Батыр д. 58Б корпус 4
1852,пр. Қабанбай Батыр д. 4
1853,пр. Қабанбай Батыр д. 60А корпус 4
1854,пр. Қабанбай Батыр д. 60 корпус 4
1855,пр. Қабанбай Батыр д. 4/2
1856,пр. Қабанбай Батыр д. 58Б корпус 5
1857,пр. Қабанбай Батыр д. 60А корпус 5
1858,пр. Қабанбай Батыр д. 60 корпус 5
1859,пр. Қабанбай Батыр д. 60А корпус 6
1860,пр. Қабанбай Батыр д. 60 корпус 6
1861,пр. Қабанбай Батыр д. 58Б корпус 6
1862,пр. Қабанбай Батыр д. 6/3
1863,пр. Қабанбай Батыр д. 6/5
1864,пр. Қабанбай Батыр д. 6/6
1865,пр. Қабанбай Батыр д. 58Б корпус 7
1866,пр. Қабанбай Батыр д. 60А корпус 7
1867,пр. Қабанбай Батыр д. 60 корпус 7
1868,пр. Қабанбай Батыр д. 60 корпус 8
1869,пр. Қабанбай Батыр д. 60А корпус 8
1870,пр. Қабанбай Батыр д. 60 корпус 9
1871,пр. Қабанбай Батыр д. 60А корпус 9
1872,пр. Қабанбай Батыр д. 60А корпус 10
1873,пр. Қабанбай Батыр д. 60 корпус 10
1874,пр. Қабанбай Батыр д. 60А корпус 11
1875,пр. Қабанбай Батыр д. 60 корпус 11
1876,пр. Қабанбай Батыр д. 12
1877,пр. Қабанбай Батыр д. 60 корпус 12
1878,пр. Қабанбай Батыр д. 60А корпус 12
1879,пр. Қабанбай Батыр д. 60А корпус 13
1880,пр. Қабанбай Батыр д. 60 корпус 13
1881,пр. Қабанбай Батыр д. 14
1882,пр. Қабанбай Батыр д. 60А корпус 14
1883,пр. Қабанбай Батыр д. 60 корпус 14
1884,пр. Қабанбай Батыр д. 60А корпус 15
1885,пр. Қабанбай Батыр д. 60 корпус 15
1886,пр. Қабанбай Батыр д. 60А корпус 16
1887,пр. Қабанбай Батыр д. 16
1888,пр. Қабанбай Батыр д. 60 корпус 16
1889,пр. Қабанбай Батыр д. 60 корпус 17
1890,пр. Қабанбай Батыр д. 60А корпус 17
1891,пр. Қабанбай Батыр д. 18
1892,пр. Қабанбай Батыр д. 60А корпус 18
1893,пр. Қабанбай Батыр д. 60 корпус 18
1894,пр. Қабанбай Батыр д. 60А корпус 19
1895,пр. Қабанбай Батыр д. 60 корпус 19
1896,пр. Қабанбай Батыр д. 60 корпус 20
1897,пр. Қабанбай Батыр д. 20
1898,пр. Қабанбай Батыр д. 60А корпус 20
1899,пр. Қабанбай Батыр д. 22
1900,пр. Қабанбай Батыр д. 24
1901,пр. Қабанбай Батыр д. 34/1
1902,пр. Қабанбай Батыр д. 38/1
1903,пр. Қабанбай Батыр д. 38/2
1904,пр. Қабанбай Батыр д. 38/3
1905,пр. Қабанбай Батыр д. 40
1906,пр. Қабанбай Батыр д. 42
1907,пр. Қабанбай Батыр д. 46
1908,пр. Қабанбай Батыр д. 46А
1909,пр. Қабанбай Батыр д. 46Б
1910,пр. Қабанбай Батыр д. 46/1
1911,пр. Қабанбай Батыр д. 48
1912,пр. Қабанбай Батыр д. 48А
1913,пр. Қабанбай Батыр д. 48Б
1914,пр. Қабанбай Батыр д. 48/1
1915,пр. Қабанбай Батыр д. 48/5
1916,пр. Қабанбай Батыр д. 48/7
1917,пр. Қабанбай Батыр д. 48/9
1918,пр. Қабанбай Батыр д. 56А
1919,пр. Қабанбай Батыр д. 56Б
1920,пр. Қабанбай Батыр д. 58А
1921,пр. Қабанбай Батыр д. 58Б
1922,пр. Қабанбай Батыр д. 60
1923,пр. Қабанбай Батыр д. 60А
1924,пр. Қабанбай Батыр д. 64
1925,пр. Қабанбай Батыр д. 105
1926,пр. Қабанбай Батыр д. 105А
1927,пр. Қабанбай Батыр д. 105/1
1928,пр. Мангилик Ел д. 17
1929,пр. Мангилик Ел д. 19
1930,пр. Мангилик Ел д. 19/2
1931,пр. Мангилик Ел д. 21
1932,пр. Мангилик Ел д. 22
1933,пр. Мангилик Ел д. 23
1934,пр. Мангилик Ел д. 23/1
1935,пр. Мангилик Ел д. 24
1936,пр. Мангилик Ел д. 26
1937,пр. Мангилик Ел д. 26А
1938,пр. Мангилик Ел д. 26Б
1939,пр. Мангилик Ел д. 27
1940,пр. Мангилик Ел д. 27/1
1941,пр. Мангилик Ел д. 28
1942,пр. Мангилик Ел д. 29
1943,пр. Мангилик Ел д. 29/1
1944,пр. Мангилик Ел д. 29/2
1945,пр. Мангилик Ел д. 31
1946,пр. Мангилик Ел д. 33/2
1947,пр. Мангилик Ел д. 35
1948,пр. Мангилик Ел д. 36
1949,пр. Мангилик Ел д. 36/1
1950,пр. Мангилик Ел д. 36/3
1951,пр. Мангилик Ел д. 37
1952,пр. Мангилик Ел д. 37/1
1953,пр. Мангилик Ел д. 38
1954,пр. Мангилик Ел д. 39
1955,пр. Мангилик Ел д. 40
1956,пр. Мангилик Ел д. 40А
1957,пр. Мангилик Ел д. 40/2
1958,пр. Мангилик Ел д. 41
1959,пр. Мангилик Ел д. 41/2
1960,пр. Мангилик Ел д. 41/3
1961,пр. Мангилик Ел д. 41/4
1962,пр. Мангилик Ел д. 41/5
1963,пр. Мангилик Ел д. 42
1964,пр. Мангилик Ел д. 45
1965,пр. Мангилик Ел д. 47
1966,пр. Мангилик Ел д. 48
1967,пр. Мангилик Ел д. 49
1968,пр. Мангилик Ел д. 49А
1969,пр. Мангилик Ел д. 49/1
1970,пр. Мангилик Ел д. 50
1971,пр. Мангилик Ел д. 51
1972,пр. Мангилик Ел д. 51/1
1973,пр. Мангилик Ел д. 51/2
1974,пр. Мангилик Ел д. 51/3
1975,пр. Мангилик Ел д. 51/4
1976,пр. Мангилик Ел д. 51/5
1977,пр. Мангилик Ел д. 51/6
1978,пр. Мангилик Ел д. 52
1979,пр. Мангилик Ел д. 53
1980,пр. Мангилик Ел д. 54
1981,пр. Мангилик Ел д. 54/1
1982,пр. Мангилик Ел д. 54/2
1983,пр. Мангилик Ел д. 56
1984,пр. Мангилик Ел д. 58
1985,пр. Мангилик Ел д. 60
1986,пр. Мангилик Ел д. 62/1
1987,пр. Мангилик Ел д. 62/2
1988,пр. Мангилик Ел д. 62/3
1989,пр. Мангилик Ел д. 62/4
1990,пр. Мангилик Ел д. 72
1991,пр. Мангилик Ел д. 72/1
1992,пр. Мангилик Ел д. 76
1993,пр. Тұран д. 3
1994,пр. Тұран д. 3В
1995,пр. Тұран д. 3Д
1996,пр. Тұран д. 3/1
1997,пр. Тұран д. 3/2
1998,пр. Тұран д. 3/3
1999,пр. Тұран д. 3/4
2000,пр. Тұран д. 5/2
2001,пр. Тұран д. 5/3
2002,пр. Тұран д. 5/4
2003,пр. Тұран д. 5/5
2004,пр. Тұран д. 5/6
2005,пр. Тұран д. 5/7
2006,пр. Тұран д. 5/8
2007,пр. Тұран д. 5/9
2008,пр. Тұран д. 6
2009,пр. Тұран д. 9
2010,пр. Тұран д. 11
2011,пр. Тұран д. 14
2012,пр. Тұран д. 14/1
2013,пр. Тұран д. 14/3
2014,пр. Тұран д. 14/4
2015,пр. Тұран д. 19/1
2016,пр. Тұран д. 21/2
2017,пр. Тұран д. 22
2018,пр. Тұран д. 22/1
2019,пр. Тұран д. 37/9
2020,пр. Тұран д. 40/1
2021,пр. Тұран д. 40/2
2022,пр. Тұран д. 41/1
2023,пр. Тұран д. 42
2024,пр. Тұран д. 43
2025,пр. Тұран д. 43/1
2026,пр. Тұран д. 44Б
2027,пр. Тұран д. 44/2
2028,пр. Тұран д. 45/1
2029,пр. Тұран д. 46А
2030,пр. Тұран д. 46Б
2031,пр. Тұран д. 46/4
2032,пр. Тұран д. 46/5
2033,пр. Тұран д. 46/6
2034,пр. Тұран д. 50/4
2035,пр. Тұран д. 50/5
2036,пр. Тұран д. 52
2037,пр. Тұран д. 52/1
2038,пр. Тұран д. 54
2039,пр. Тұран д. 55
2040,пр. Тұран д. 55Е
2041,пр. Тұран д. 55К
2042,пр. Тұран д. 55/1
2043,пр. Тұран д. 55/2
2044,пр. Тұран д. 55/3
2045,пр. Тұран д. 55/4
2046,пр. Тұран д. 55/6
2047,пр. Тұран д. 55/7
2048,пр. Тұран д. 55/10
2049,пр. Тұран д. 55/11
2050,пр. Тұран д. 55/12
2051,пр. Тұран д. 55/13
2052,пр. Тұран д. 56
2053,пр. Тұран д. 56/1
2054,пр. Тұран д. 57/3
2055,пр. Тұран д. 58
2056,пр. Тұран д. 59/2
2057,пр. Тұран д. 59/3
2058,пр. Тұран д. 60
2059,пр. Тұран д. 72/1
2060,пр. Тұран д. 72/2
2061,пр. Тұран д. 72/3
2062,пр. Тұран д. 89/3
2063,пр. Улы Дала д. 51 корпус 1
2064,пр. Улы Дала д. 39
2065,пр. Улы Дала д. 41
2066,пр. Улы Дала д. 41А
2067,пр. Улы Дала д. 41Б
2068,пр. Улы Дала д. 41В
2069,пр. Улы Дала д. 41/2
2070,пр. Улы Дала д. 41/3
2071,пр. Улы Дала д. 41/4
2072,пр. Улы Дала д. 45
2073,пр. Улы Дала д. 45/1
2074,пр. Улы Дала д. 47
2075,пр. Улы Дала д. 47/1
2076,пр. Улы Дала д. 51
2077,пр. Улы Дала д. 53
2078,пр. Улы Дала д. 53/1
2079,пр. Улы Дала д. 54
2080,пр. Улы Дала д. 55
2081,пр. Улы Дала д. 55/1
2082,пр. Улы Дала д. 55/2
2083,пр. Улы Дала д. 56
2084,пр. Улы Дала д. 56/1
2085,пр. Улы Дала д. 56/2
2086,пр. Улы Дала д. 57
2087,пр. Улы Дала д. 58
2088,пр. Улы Дала д. 58/1
2089,пр. Улы Дала д. 59
2090,пр. Улы Дала д. 61
2091,пр. Улы Дала д. 62
2092,пр. Улы Дала д. 63
2093,пр. Улы Дала д. 64
2094,пр. Улы Дала д. 65
2095,пр. Улы Дала д. 65/1
2096,пр. Улы Дала д. 65/2
2097,пр. Улы Дала д. 66
2098,пр. Улы Дала д. 66/1
2099,пр. Улы Дала д. 67
2100,пр. Улы Дала д. 68
2101,пр. Улы Дала д. 69
2102,пр. Улы Дала д. 70
2103,пр. Улы Дала д. 71
2104,пр. Улы Дала д. 72
2105,пр. Улы Дала д. 73
2106,пр. Улы Дала д. 74
2107,пр. Улы Дала д. 75
2108,пр. Улы Дала д. 76
2109,пр. Улы Дала д. 78
2110,пр. Улы Дала д. 80
2111,пр. Улы Дала д. 80/1
2112,пр. Улы Дала д. 82
2113,пр. Улы Дала д. 84
2114,пр. Улы Дала д. 86
2115,пр. Улы Дала д. 86/1
2116,пр. Улы Дала д. 88/1
2117,ул. 22-2 д. 8
2118,ул. 22-2 д. 10
2119,ул. 22-4 д. 3
2120,ул. 25 д. 9
2121,ул. 38 д. 4
2122,ул. 38 д. 6
2123,ул. 38 д. 8
2124,ул. 38 д. 9
2125,ул. 38 д. 10
2126,ул. 38 д. 11
2127,ул. 38 д. 11/1
2128,ул. 38 д. 12
2129,ул. 38 д. 13
2130,ул. 38 д. 14
2131,ул. 38 д. 15
2132,ул. 38 д. 15/1
2133,ул. 38 д. 16
2134,ул. 38 д. 17
2135,ул. 38 д. 17/1
2136,ул. 38 д. 18
2137,ул. 38 д. 20
2138,ул. 38 д. 21/1
2139,ул. 38 д. 22
2140,ул. 38 д. 23
2141,ул. 38 д. 24
2142,ул. 38 д. 25
2143,ул. 38 д. 27
2144,ул. 38 д. 27/1
2145,ул. 38 д. 29
2146,ул. 38 д. 30
2147,ул. 38 д. 30/1
2148,ул. 38 д. 30/3
2149,ул. 38 д. 30/4
2150,ул. 38 д. 32
2151,ул. 38 д. 33
2152,ул. 38 д. 34
2153,ул. 38 д. 34/1
2154,ул. 38 д. 34/2
2155,ул. 38 д. 34/3
2156,ул. 38 д. 34/4
2157,ул. 38 д. 36/2
2158,ул. 38 д. 38/2
2159,ул. 38 д. 40/2
2160,ул. 38 д. 44
2161,ул. 38 д. 44/1
2162,ул. 38 д. 46
2163,ул. Ақмешіт д. 5
2164,ул. Ақмешіт д. 5А
2165,ул. Ақмешіт д. 7
2166,ул. Ақмешіт д. 7А
2167,ул. Ақмешіт д. 7Б
2168,ул. Ақмешіт д. 7/1
2169,ул. Ақмешіт д. 9
2170,ул. Ақмешіт д. 9/1
2171,ул. Ақмешіт д. 9/2
2172,ул. Ақмешіт д. 11
2173,ул. Ақмешіт д. 13
2174,ул. Ақмешіт д. 13/1
2175,ул. Ақмешіт д. 13/2
2176,ул. Ақмешіт д. 13/3
2177,ул. Ақмешіт д. 19
2178,ул. Ақмешіт д. 19/1
2179,ул. Ақмешіт д. 19/2
2180,ул. Ақмешіт д. 19/3
2181,ул. Ақмешіт д. 19/4
2182,ул. Ақмешіт д. 19/5
2183,ул. Ақмешіт д. 19/6
2184,ул. Ақмешіт д. 19/7
2185,ул. Ақмешіт д. 19/8
2186,ул. Ақмешіт д. 19/9
2187,ул. Ақмешіт д. 19/10
2188,ул. Ақмешіт д. 19/11
2189,ул. Ақселеу Сейдімбек д. 7
2190,ул. Ақселеу Сейдімбек д. 7/1
2191,ул. Ақселеу Сейдімбек д. 7/2
2192,ул. Алматы д. 2
2193,ул. Алматы д. 11
2194,ул. Алматы д. 13
2195,ул. Будапешт д. 2
2196,ул. Будапешт д. 6
2197,ул. Будапешт д. 10
2198,ул. Будапешт д. 14
2199,ул. Будапешт д. 20
2200,ул. Будапешт д. 22
2201,ул. Будапешт д. 24
2202,ул. Будапешт д. 26
2203,ул. Букар жырау д. 25/1 блок 1
2204,ул. Букар жырау д. 25/1 блок 2
2205,ул. Букар жырау д. 25/1 блок 3
2206,ул. Букар жырау д. 25/1 блок 4
2207,ул. Букар жырау д. 19
2208,ул. Букар жырау д. 28
2209,ул. Букар жырау д. 28А
2210,ул. Букар жырау д. 28Б
2211,ул. Букар жырау д. 30
2212,ул. Букар жырау д. 30/1
2213,ул. Букар жырау д. 34
2214,ул. Букар жырау д. 34/2
2215,ул. Букар жырау д. 36
2216,ул. Букар жырау д. 36А
2217,ул. Букар жырау д. 36Б
2218,ул. Букар жырау д. 36/1
2219,ул. Букар жырау д. 40
2220,ул. Букар жырау д. 42
2221,ул. Гейдар Әлиев д. 1
2222,ул. Гейдар Әлиев д. 2
2223,ул. Гейдар Әлиев д. 3
2224,ул. Гейдар Әлиев д. 4
2225,ул. Гейдар Әлиев д. 10
2226,ул. Дінмұхамед Қонаев д. 12
2227,ул. Дінмұхамед Қонаев д. 12/2
2228,ул. Дінмұхамед Қонаев д. 14
2229,ул. Дінмұхамед Қонаев д. 14А
2230,ул. Дінмұхамед Қонаев д. 14Б
2231,ул. Дінмұхамед Қонаев д. 14Г
2232,ул. Дінмұхамед Қонаев д. 14Д
2233,ул. Дінмұхамед Қонаев д. 14/1
2234,ул. Дінмұхамед Қонаев д. 14/2
2235,ул. Дінмұхамед Қонаев д. 29
2236,ул. Дінмұхамед Қонаев д. 35
2237,ул. Дінмұхамед Қонаев д. 35/1
2238,ул. Достық д. 1
2239,ул. Достық д. 1А
2240,ул. Достық д. 1/2
2241,ул. Достық д. 5
2242,ул. Достық д. 5/1
2243,ул. Достық д. 5/2
2244,ул. Достық д. 8
2245,ул. Достық д. 8Б
2246,ул. Достық д. 10
2247,ул. Достық д. 12
2248,ул. Достық д. 12/1
2249,ул. Достық д. 13
2250,ул. Достық д. 13/1
2251,ул. Достық д. 13/2
2252,ул. Достық зд. 16
2253,ул. Е 117 д. 39
2254,ул. Е 117 д. 40
2255,ул. Е 117 д. 41
2256,ул. Е 117 д. 42
2257,ул. Е 117 д. 59
2258,ул. Е 128 д. 16
2259,ул. Е 15 д. 3
2260,ул. Е 15 д. 11
2261,ул. Е 15 д. 11/1
2262,ул. Е 15 д. 15
2263,ул. Е 15 д. 15/1
2264,ул. Е 18 д. 1
2265,ул. Е 18 д. 5
2266,ул. Е 181 д. 3
2267,ул. Е235 д. 7
2268,ул. Е240 д. 5
2269,ул. Е241 д. 5
2270,ул. Е 251 д. 4
2271,ул. Е 251 д. 4/1
2272,ул. Е 314 д. 20
2273,ул. Е 319 д. 2
2274,ул. Е 319 д. 2А
2275,ул. Е 319 д. 2Б
2276,ул. Е 321 д. 22
2277,ул. Е 344 д. 2
2278,ул. Е 344 д. 4
2279,ул. Е 344 д. 6
2280,ул. Е 344 д. 6/1
2281,ул. Е 349 д. 6
2282,ул. Е 349 д. 8
2283,ул. Е 349 д. 10
2284,ул. Е 430 д. 2
2285,ул. Е 430 д. 2А
2286,ул. Е 430 д. 2/2
2287,ул. Е 430 д. 4
2288,ул. Е 435 д. 3
2289,ул. Е 474 д. 6
2290,ул. Е 475 д. 6
2291,ул. Е 482 д. 2
2292,ул. Е 482 д. 4
2293,ул. Е 482 д. 6
2294,ул. Е 482 д. 8
2295,ул. Е 482 д. 10
2296,ул. Е 483 д. 2
2297,ул. Е 483 д. 4
2298,ул. Е 483 д. 6
2299,ул. Е 483 д. 8
2300,ул. Е 483 д. 10
2301,ул. Е 483 д. 12
2302,ул. Е 489 д. 3
2303,ул. Е 489 д. 4
2304,ул. Е 489 д. 5
2305,ул. Е 489 д. 6
2306,ул. Е 495 д. 8
2307,ул. Е 496 д. 4
2308,ул. Е 496 д. 10
2309,ул. Е 496 д. 10/1
2310,ул. Е 496 д. 10/2
2311,ул. Е 509 д. 7
2312,ул. Е 511 д. 38
2313,ул. Е 522 д. 5
2314,ул. Е 522 д. 7
2315,ул. Е 522 д. 7Б
2316,ул. Е 522 д. 9
2317,ул. Е 535 д. 2
2318,ул. Е 535 д. 4
2319,ул. Е 535 д. 6
2320,ул. Е 535 д. 6/1
2321,ул. Е 54 д. 5
2322,ул. Е 652 д. 2
2323,ул. Е 652 д. 4
2324,ул. Е 652 д. 6
2325,ул. Е 652 д. 8
2326,ул. Е 652 д. 10
2327,ул. Е 652 д. 12
2328,ул. Е 652 д. 14
2329,ул. Е 652 д. 16
2330,ул. Е 669 д. 4
2331,ул. Е 669 д. 13
2332,ул. Е 67 д. 6
2333,ул. Е 67 д. 8
2334,ул. Е 721 д. 3
2335,ул. Е 721 д. 5
2336,ул. Е 722 д. 7
2337,ул. Е 722 д. 9
2338,ул. Е 767 д. 11
2339,ул. Е 871 д. 1
2340,ул. Е 871 д. 1/1
2341,ул. Е 871 д. 1/2
2342,ул. Е 871 д. 3
2343,ул. Е 876 д. 2
2344,ул. Е 876 д. 4
2345,ул. Е 876 д. 6
2346,ул. Е 882 д. 5
2347,ул. Е 899 д. 1/1
2348,ул. Е 900 д. 2
2349,ул. Әбікен Бектұров д. 1
2350,ул. Әбікен Бектұров д. 1А
2351,ул. Әбікен Бектұров д. 1/1
2352,ул. Әбікен Бектұров д. 1/2
2353,ул. Әбікен Бектұров д. 3
2354,ул. Әбікен Бектұров д. 3/1
2355,ул. Әбікен Бектұров д. 3/2
2356,ул. Әбікен Бектұров д. 3/3
2357,ул. Әбікен Бектұров д. 4
2358,ул. Әбікен Бектұров д. 4В
2359,ул. Әбікен Бектұров д. 4/1
2360,ул. Әбікен Бектұров д. 4/2
2361,ул. Әбікен Бектұров д. 4/3
2362,ул. Әбікен Бектұров д. 4/4
2363,ул. Әбікен Бектұров д. 4/6
2364,ул. Әбікен Бектұров д. 7
2365,ул. Әбікен Бектұров д. 9
2366,ул. Әбікен Бектұров д. 17
2367,ул. Әбікен Бектұров д. 17/1
2368,ул. Әбікен Бектұров д. 17/2
2369,ул. Әбікен Бектұров д. 17/3
2370,ул. Әбікен Бектұров д. 19
2371,ул. Әзілхан Нұршайықов д. 6/1
2372,ул. Әзілхан Нұршайықов д. 10
2373,ул. Әйтеке би д. 3 блок А
2374,ул. Әйтеке би д. 3 блок Б
2375,ул. Әйтеке би д. 5
2376,ул. Әйтеке би д. 7
2377,ул. Әйтеке би д. 9
2378,ул. Әйтеке би д. 11
2379,ул. Әйтеке би д. 14
2380,ул. Әйтеке би д. 16
2381,ул. Әлихан Бөкейхан д. 2
2382,ул. Әлихан Бөкейхан д. 3Б
2383,ул. Әлихан Бөкейхан д. 6
2384,ул. Әлихан Бөкейхан д. 8
2385,ул. Әлихан Бөкейхан д. 10
2386,ул. Әлихан Бөкейхан д. 10/1
2387,ул. Әлихан Бөкейхан д. 11
2388,ул. Әлихан Бөкейхан д. 11А
2389,ул. Әлихан Бөкейхан д. 11/1
2390,ул. Әлихан Бөкейхан д. 11/3
2391,ул. Әлихан Бөкейхан д. 14
2392,ул. Әлихан Бөкейхан д. 14А
2393,ул. Әлихан Бөкейхан д. 14Б
2394,ул. Әлихан Бөкейхан д. 14В
2395,ул. Әлихан Бөкейхан д. 15
2396,ул. Әлихан Бөкейхан д. 15/1
2397,ул. Әлихан Бөкейхан д. 17
2398,ул. Әлихан Бөкейхан д. 17/1
2399,ул. Әлихан Бөкейхан д. 18
2400,ул. Әлихан Бөкейхан д. 19
2401,ул. Әлихан Бөкейхан д. 20
2402,ул. Әлихан Бөкейхан д. 21
2403,ул. Әлихан Бөкейхан д. 21А
2404,ул. Әлихан Бөкейхан д. 21/1
2405,ул. Әлихан Бөкейхан д. 21/2
2406,ул. Әлихан Бөкейхан д. 21/3
2407,ул. Әлихан Бөкейхан д. 21/4
2408,ул. Әлихан Бөкейхан д. 21/5
2409,ул. Әлихан Бөкейхан д. 24
2410,ул. Әлихан Бөкейхан д. 25
2411,ул. Әлихан Бөкейхан д. 25А
2412,ул. Әлихан Бөкейхан д. 25Б
2413,ул. Әлихан Бөкейхан д. 25В
2414,ул. Әлихан Бөкейхан д. 25Г
2415,ул. Әлихан Бөкейхан д. 27
2416,ул. Әлихан Бөкейхан д. 27А
2417,ул. Әлихан Бөкейхан д. 27/1
2418,ул. Әлихан Бөкейхан д. 27/2
2419,ул. Әлихан Бөкейхан д. 27/3
2420,ул. Әлихан Бөкейхан д. 27/4
2421,ул. Әлихан Бөкейхан д. 28
2422,ул. Әлихан Бөкейхан д. 29
2423,ул. Әлихан Бөкейхан д. 29Б
2424,ул. Әлихан Бөкейхан д. 29/2
2425,ул. Әлихан Бөкейхан д. 30
2426,ул. Әлихан Бөкейхан д. 32
2427,ул. Әлихан Бөкейхан д. 38
2428,ул. Әлихан Бөкейхан д. 40
2429,ул. Әлихан Бөкейхан д. 42
2430,ул. Әлихан Бөкейхан д. 42/1
2431,ул. Әлихан Бөкейхан д. 44
2432,ул. Әлихан Бөкейхан д. 46
2433,ул. Әлихан Бөкейхан д. 48
2434,ул. Әнет баба д. 1
2435,ул. Әнет баба д. 2
2436,ул. Әнет баба д. 3
2437,ул. Әнет баба д. 5
2438,ул. Әнет баба д. 6
2439,ул. Әнет баба д. 7
2440,ул. Әнет баба д. 7/1
2441,ул. Әнет баба д. 7/2
2442,ул. Әнет баба д. 9
2443,ул. Әнет баба д. 9/1
2444,ул. Әнет баба д. 9/2
2445,ул. Әнет баба д. 9/3
2446,ул. Әнет баба д. 10
2447,ул. Әнет баба д. 11
2448,ул. Әнет баба д. 11/1
2449,ул. Әнет баба д. 11/2
2450,ул. Әнет баба д. 12
2451,ул. Әнет баба д. 13
2452,ул. Әнет баба д. 13/1
2453,ул. Әнет баба д. 13/2
2454,ул. Жошы хан д. 1
2455,ул. Жошы хан д. 1/1
2456,ул. Жошы хан д. 1/2
2457,ул. Жошы хан д. 6
2458,ул. Жошы хан д. 13
2459,ул. Жошы хан д. 23
2460,ул. Жошы хан д. 27
2461,ул. Жұбан Молдағалиев д. 6 корпус 1
2462,ул. Жұбан Молдағалиев д. 4 корпус 1
2463,ул. Жұбан Молдағалиев д. 6 корпус 2
2464,ул. Жұбан Молдағалиев д. 4 корпус 2
2465,ул. Жұбан Молдағалиев д. 2
2466,ул. Жұбан Молдағалиев д. 2/1
2467,ул. Жұбан Молдағалиев д. 2/2
2468,ул. Жұбан Молдағалиев д. 4
2469,ул. Жұбан Молдағалиев д. 6
2470,ул. Ілияс Омаров д. 1
2471,ул. Ілияс Омаров д. 2
2472,ул. Ілияс Омаров д. 2/1
2473,ул. Ілияс Омаров д. 3
2474,ул. Ілияс Омаров д. 3/1
2475,ул. Ілияс Омаров д. 5
2476,ул. Ілияс Омаров д. 7
2477,ул. Ілияс Омаров д. 9
2478,ул. Ілияс Омаров д. 11
2479,ул. Ілияс Омаров д. 13
2480,ул. Ілияс Омаров д. 15
2481,ул. Ілияс Омаров д. 17
2482,ул. Ілияс Омаров д. 19/1
2483,ул. Ілияс Омаров д. 21
2484,ул. Ілияс Омаров д. 21/1
2485,ул. Ілияс Омаров д. 23
2486,ул. Ілияс Омаров д. 23/1
2487,ул. Ілияс Омаров д. 25
2488,ул. Ілияс Омаров д. 27
2489,ул. Ілияс Омаров д. 27/1
2490,ул. Қазыбек би д. 3
2491,ул. Қазыбек би д. 3/1
2492,ул. Қазыбек би д. 3/2
2493,ул. Қазыбек би д. 5А
2494,ул. Қазыбек би д. 9
2495,ул. Қазыбек би д. 9/1
2496,ул. Қазыбек би д. 9/2
2497,ул. Қазыбек би д. 9/3
2498,ул. Қазыбек би д. 11
2499,ул. Қазыбек би д. 11А
2500,ул. Қазыбек би д. 11Б
2501,ул. Қазыбек би д. 11/1
2502,ул. Қазыбек би д. 11/2
2503,ул. Қазыбек би д. 13
2504,ул. Қазыбек би д. 13А
2505,ул. Қазыбек би д. 15
2506,ул. Кайым Мухамедханов д. 21 корпус 1
2507,ул. Кайым Мухамедханов д. 1
2508,ул. Кайым Мухамедханов д. 1/1
2509,ул. Кайым Мухамедханов д. 1/2
2510,ул. Кайым Мухамедханов д. 21 корпус 2
2511,ул. Кайым Мухамедханов д. 21 корпус 3
2512,ул. Кайым Мухамедханов д. 21 корпус 4
2513,ул. Кайым Мухамедханов д. 4
2514,ул. Кайым Мухамедханов д. 4А
2515,ул. Кайым Мухамедханов д. 4Б
2516,ул. Кайым Мухамедханов д. 4В
2517,ул. Кайым Мухамедханов д. 21 корпус 5
2518,ул. Кайым Мухамедханов д. 21 корпус 6
2519,ул. Кайым Мухамедханов д. 6
2520,ул. Кайым Мухамедханов д. 6А
2521,ул. Кайым Мухамедханов д. 21 корпус 7
2522,ул. Кайым Мухамедханов д. 7
2523,ул. Кайым Мухамедханов д. 7/1
2524,ул. Кайым Мухамедханов д. 8
2525,ул. Кайым Мухамедханов д. 9
