,text
5492,мкр. Аксай-1а д. 7
5493,мкр. Аксай-1а д. 8
5494,мкр. Аксай-1а д. 9
5495,мкр. Аксай-1а д. 10
5496,мкр. Аксай-1а д. 10А
5497,мкр. Аксай-1а д. 10Б
5498,мкр. Аксай-1а д. 11
5499,мкр. Аксай-1а д. 12
5500,мкр. Аксай-1а д. 13
5501,мкр. Аксай-1а д. 14
5502,мкр. Аксай-1а д. 17
5503,мкр. Аксай-1а д. 18
5504,мкр. Аксай-1а д. 21
5505,мкр. Аксай-1а д. 22
5506,мкр. Аксай-1а д. 23
5507,мкр. Аксай-1а д. 24
5508,мкр. Аксай-1а д. 25
5509,мкр. Аксай-1а д. 25А
5510,мкр. Аксай-1а д. 26
5511,мкр. Аксай-1а д. 26А
5512,мкр. Аксай-1а д. 26Б
5513,мкр. Аксай-1а д. 27
5514,мкр. Аксай-1а д. 27Б
5515,мкр. Аксай-1а д. 28
5516,мкр. Аксай-1а д. 28Б
5517,мкр. Аксай-1а д. 29
5518,мкр. Аксай-1а д. 30
5519,мкр. Аксай-1а д. 31
5520,мкр. Аксай-1а д. 31А
5521,мкр. Аксай-1а д. 31Б
5522,мкр. Аксай-1а д. 32
5523,мкр. Аксай-1а д. 33
5524,мкр. Аксай-1а д. 34
5525,мкр. Аксай-2 д. 1
5526,пр. Сейфуллина д. 177/17
5527,пр. Сейфуллина д. 177/18
5528,пр. Сейфуллина д. 177/20
5529,пр. Сейфуллина д. 179/19
5530,пр. Сейфуллина д. 179/21
5531,пр. Сейфуллина д. 179/22
5532,пр. Сейфуллина д. 179/23
5533,пр. Сейфуллина д. 179/24
5534,пр. Сейфуллина д. 179/25
5535,пр. Сейфуллина д. 181/26
5536,пр. Сейфуллина д. 181/31
5537,пр. Сейфуллина д. 181/32
5538,пр. Сейфуллина д. 181/33
5539,пр. Сейфуллина д. 183А
5540,пр. Сейфуллина д. 184
5541,пр. Сейфуллина д. 185
5542,пр. Сейфуллина д. 186
5543,пр. Сейфуллина д. 188
5544,пр. Сейфуллина д. 190
5545,пр. Сейфуллина д. 192
5546,пр. Сейфуллина д. 194
5547,пр. Сейфуллина д. 196
5548,пр. Сейфуллина д. 198
5549,пр. Сейфуллина д. 203
5550,пр. Сейфуллина д. 205
5551,пр. Сейфуллина д. 207
5552,пр. Сейфуллина д. 209
5553,пр. Сейфуллина д. 232
5554,пр. Сейфуллина д. 234А
5555,пр. Сейфуллина д. 236
5556,пр. Сїйінбай д. 1/1
5557,пр. Сїйінбай д. 13
5558,пр. Сїйінбай д. 140
5559,пр. Сїйінбай д. 148
5560,пр. Сїйінбай д. 150
5561,пр. Сїйінбай д. 168
5562,пр. Сїйінбай д. 168А
5563,пр. Сїйінбай д. 169
5564,пр. Сїйінбай д. 170
5565,пр. Сїйінбай д. 172
5566,пр. Сїйінбай д. 172А
5567,пр. Сїйінбай д. 174
5568,пр. Сїйінбай д. 175
5569,пр. Сїйінбай д. 176
5570,пр. Сїйінбай д. 177
5571,пр. Сїйінбай д. 177А
5572,пр. Сїйінбай д. 177Б
5573,пр. Сїйінбай д. 178/1
5574,пр. Сїйінбай д. 180А
5575,пр. Сїйінбай д. 180Б
5576,пр. Сїйінбай д. 182
5577,пр. Сїйінбай д. 184
5578,пр. Сїйінбай д. 184А
5579,пр. Сїйінбай д. 185
5580,пр. Сїйінбай д. 185В
5581,пр. Сїйінбай д. 186
5582,пр. Сїйінбай д. 190
5583,пр. Сїйінбай д. 190А
5584,пр. Сїйінбай д. 190Б
5585,пр. Сїйінбай д. 198
5586,пр. Сїйінбай д. 203
5587,пр. Сїйінбай д. 205
5588,пр. Сїйінбай д. 209
5589,пр. Сїйінбай д. 216
5590,пр. Сїйінбай д. 239
5591,пр. Сїйінбай д. 247
5592,пр. Сїйінбай д. 263/1
5593,пр. Сїйінбай д. 263/2
5594,пр. Сїйінбай д. 263/3
5595,пр. Сїйінбай д. 263/4
5596,пр. Сїйінбай д. 263/5
5597,пр. Сїйінбай д. 263/8
5598,пр. Сїйінбай д. 263/9
5599,пр. Сїйінбай д. 263/10
5600,пр. Сїйінбай д. 263/11
5601,пр. Сїйінбай д. 263/12
5602,пр. Сїйінбай д. 263/13
5603,пр. Сїйінбай д. 263/14
5604,пр. Сїйінбай д. 263/15
5605,пр. Сїйінбай д. 263/16
5606,пр. Сїйінбай д. 263/17
5607,пр. Сїйінбай д. 263/18
5608,пр. Сїйінбай д. 263/19
5609,пр. Сїйінбай д. 263/20
5610,пр. Сїйінбай д. 263/21
5611,пр. Сїйінбай д. 263/23
5612,пр. Сїйінбай д. 263/25
5613,пр. Сїйінбай д. 263/26
5614,пр. Сїйінбай д. 263/27
5615,пр. Сїйінбай д. 267
5616,пр. Сїйінбай д. 269
5617,пр. Сїйінбай д. 271
5618,пр. Сїйінбай д. 273
5619,пр. Сїйінбай д. 292
5620,пр. Сїйінбай д. 292А
5621,пр. Сїйінбай д. 292Б
5622,пр. Сїйінбай д. 292В
5623,пр. Сїйінбай д. 292Г
5624,пр. Сїйінбай д. 292Д
5625,пр. Сїйінбай д. 292Е
5626,пр. Сїйінбай д. 292М
5627,пр. Сїйінбай д. 292Н
5628,пр. Сїйінбай д. 292П
5629,пр. Сїйінбай д. 292/1
5630,пр. Сїйінбай д. 292/2
5631,пр. Сїйінбай д. 292/3
5632,пр. Сїйінбай д. 292/4
5633,пр. Сїйінбай д. 292/8
5634,пр. Сїйінбай д. 292/12
5635,пр. Сїйінбай д. 292/13
5636,пр. Сїйінбай д. 292/15
5637,пр. Сїйінбай д. 296
5638,пр. Сїйінбай д. 296Б
5639,пр. Сїйінбай д. 298
5640,пр. Сїйінбай д. 300
5641,пр. Сїйінбай д. 302
5642,пр. Сїйінбай д. 304
5643,пр. Сїйінбай д. 306
5644,пр. Сїйінбай д. 344А
5645,пр. Сїйінбай д. 345
5646,пр. Сїйінбай д. 347
5647,пр. Сїйінбай д. 348Д
5648,пр. Сїйінбай д. 375
5649,пр. Сїйінбай д. 377
5650,пр. Сїйінбай д. 379
5651,пр. Сїйінбай д. 381
5652,пр. Сїйінбай д. 383
5653,пр. Сїйінбай д. 385
5654,пр. Сїйінбай д. 391
5655,пр. Сїйінбай д. 411
5656,пр. Сїйінбай д. 417
5657,пр. Сїйінбай д. 437А
5658,пр. Сїйінбай д. 437Б
5659,пр. Сїйінбай д. 447
5660,пр. Сїйінбай д. 467
5661,ул. Туркебаева д. 244
5662,ул. Туркебаева д. 246
5663,ул. Туркебаева д. 281
5664,ул. Тютчева д. 6
5665,ул. Умбетбаева д. 200А
5666,ул. Утепова д. 2
5667,ул. Утепова д. 4
5668,ул. Утепова д. 6
5669,ул. Утепова д. 9
5670,ул. Утепова д. 9А
5671,ул. Утепова д. 9Б
5672,ул. Утепова д. 9В
5673,ул. Утепова д. 11Б
5674,ул. Утепова д. 12
5675,ул. Утепова д. 13
5676,ул. Утепова д. 14
5677,ул. Утепова д. 16
5678,ул. Утепова д. 17
5679,ул. Утепова д. 19
5680,ул. Утепова д. 19В
5681,ул. Утепова д. 21
5682,ул. Утепова д. 21А
5683,ул. Утепова д. 23
5684,ул. Ухтомского д. 11
5685,ул. Ходжанова д. 57/5 корпус 1
5686,ул. Ходжанова д. 13
5687,ул. Ходжанова д. 55/1
5688,ул. Ходжанова д. 55/7
5689,ул. Ходжанова д. 57/5
5690,ул. Ходжанова д. 57/8
5691,ул. Ходжанова д. 79
5692,ул. Ходжанова д. 80
5693,ул. Хусаинова д. 225
5694,ул. Хусаинова д. 292
5695,ул. Шагабутдинова д. 170Б
5696,ул. Шахтерская д. 6
5697,ул. Шахтерская д. 21/10
5698,ул. Шашкина д. 2/36
5699,ул. Шашкина д. 4
5700,ул. Шашкина д. 6
5701,ул. Шашкина д. 8
5702,ул. Шашкина д. 9
5703,ул. Шашкина д. 9А
5704,ул. Шашкина д. 9Б
5705,ул. Шашкина д. 9В
5706,ул. Шашкина д. 10
5707,ул. Шашкина д. 11
5708,ул. Шашкина д. 13
5709,ул. Шашкина д. 14
5710,ул. Шашкина д. 15
5711,ул. Шолом Алейхема д. 4
5712,ул. Шолом Алейхема д. 5
5713,ул. Шолом Алейхема д. 27А
5714,ул. Шопена д. 82
5715,ул. Шопена д. 84
5716,ул. Шопена д. 86
5717,ул. Шопена д. 88
5718,ул. Щепкина д. 2
5719,ул. Щепкина д. 35
5720,ул. Щепкина д. 35А
5721,ул. Щепкина д. 37
5722,ул. Щепкина д. 39
5723,ул. Эйлера д. 10
5724,ул. Экспериментальная база д. 2
5725,мкр. Айнабулак д. 1
5726,мкр. Айнабулак д. 40А корпус 1
5727,мкр. Айнабулак д. 40А корпус 2
5728,мкр. Айнабулак д. 2
5729,мкр. Айнабулак д. 40А корпус 3
5730,мкр. Айнабулак д. 3
5731,мкр. Айнабулак д. 4
5732,мкр. Айнабулак д. 5
5733,мкр. Айнабулак д. 6
5734,мкр. Айнабулак д. 8
5735,мкр. Айнабулак д. 9
5736,мкр. Айнабулак д. 10
5737,мкр. Айнабулак д. 11
5738,мкр. Айнабулак д. 12
5739,мкр. Айнабулак д. 12Б
5740,мкр. Айнабулак д. 13
5741,мкр. Айнабулак д. 14
5742,мкр. Айнабулак д. 15
5743,мкр. Айнабулак д. 16
5744,мкр. Айнабулак д. 17
5745,мкр. Айнабулак д. 18
5746,мкр. Айнабулак д. 19
5747,мкр. Айнабулак д. 20
5748,мкр. Айнабулак д. 21
5749,мкр. Айнабулак д. 22
5750,мкр. Айнабулак д. 22В
5751,мкр. Айнабулак д. 23
5752,мкр. Айнабулак д. 24
5753,мкр. Айнабулак д. 25
5754,мкр. Айнабулак д. 26
5755,мкр. Айнабулак д. 27
5756,мкр. Айнабулак д. 28
5757,мкр. Айнабулак д. 29
5758,мкр. Айнабулак д. 30
5759,мкр. Айнабулак д. 31
5760,мкр. Айнабулак д. 32
5761,мкр. Айнабулак д. 32А
5762,мкр. Айнабулак д. 32/2
5763,мкр. Айнабулак д. 33
5764,мкр. Айнабулак д. 34
5765,мкр. Айнабулак д. 35
5766,мкр. Айнабулак д. 36
5767,мкр. Айнабулак д. 37
5768,мкр. Айнабулак д. 38
5769,мкр. Айнабулак д. 39
5770,мкр. Айнабулак д. 40
5771,мкр. Айнабулак д. 40А
5772,мкр. Айнабулак д. 41
5773,мкр. Айнабулак д. 42
5774,мкр. Айнабулак д. 42А
5775,мкр. Айнабулак д. 42Б
5776,мкр. Айнабулак д. 45
5777,мкр. Айнабулак д. 46
5778,мкр. Айнабулак д. 47
5779,мкр. Айнабулак д. 48
5780,мкр. Айнабулак д. 49
5781,мкр. Айнабулак д. 50
5782,мкр. Айнабулак д. 51
5783,мкр. Айнабулак д. 52
5784,мкр. Айнабулак д. 53
5785,мкр. Айнабулак д. 54
5786,мкр. Айнабулак д. 55
5787,мкр. Айнабулак д. 56
5788,мкр. Айнабулак д. 56Б
5789,мкр. Айнабулак д. 57
5790,мкр. Айнабулак д. 58
5791,мкр. Айнабулак д. 59
5792,мкр. Айнабулак д. 60
5793,мкр. Айнабулак д. 61
5794,мкр. Айнабулак д. 62
5795,мкр. Айнабулак д. 66
5796,ул. Бабаева д. 34
5797,ул. Бабаева д. 35
5798,ул. Байзакова д. 289
5799,ул. Байзакова д. 298
5800,ул. Байзакова д. 302
5801,ул. Байзакова д. 305
5802,ул. Байзакова д. 307
5803,ул. Байзакова д. 311/70
5804,ул. Байзакова д. 312
5805,ул. Байзакова д. 314
5806,ул. Байзакова д. 316
5807,ул. Байкадамова д. 2В
5808,ул. Байкадамова д. 2Д
5809,ул. Байкадамова д. 10
5810,ул. Байкадамова д. 21
5811,ул. Байкадамова д. 23А
5812,ул. Байкадамова д. 25
5813,ул. Байкадамова д. 26
5814,ул. Байкадамова д. 27/22
5815,ул. Байкадамова д. 28
5816,ул. Байкадамова д. 30
5817,ул. Байкадамова д. 32/24
5818,ул. Байсеитовой д. 12/38
5819,ул. Байсеитовой д. 40
5820,ул. Байсеитовой д. 42
5821,ул. Байсеитовой д. 45
5822,ул. Байсеитовой д. 47/20
5823,ул. Байсеитовой д. 49
5824,ул. Байтурсынулы д. 179 корпус 2
5825,ул. Байтурсынулы д. 179 корпус 3
5826,ул. Байтурсынулы д. 179 корпус 4
5827,ул. Байтурсынулы д. 179 корпус 5
5828,ул. Байтурсынулы д. 179 корпус 6
5829,ул. Байтурсынулы д. 86/88
5830,ул. Байтурсынулы д. 90/92
5831,ул. Байтурсынулы д. 94
5832,ул. Байтурсынулы д. 96
5833,ул. Байтурсынулы д. 96/1
5834,ул. Байтурсынулы д. 98
5835,ул. Байтурсынулы д. 98/1
5836,ул. Байтурсынулы д. 98/2
5837,ул. Байтурсынулы д. 100
5838,ул. Байтурсынулы д. 106
5839,ул. Байтурсынулы д. 125
5840,ул. Байтурсынулы д. 127
5841,ул. Байтурсынулы д. 129
5842,ул. Байтурсынулы д. 129А
5843,ул. Байтурсынулы д. 138/27
5844,ул. Байтурсынулы д. 147
5845,ул. Байтурсынулы д. 147А
5846,ул. Байтурсынулы д. 159
5847,ул. Байтурсынулы д. 161
5848,ул. Байтурсынулы д. 163
5849,ул. Байтурсынулы д. 169/11
5850,ул. Байтурсынулы д. 179
5851,ул. Байтурсынулы д. 191
5852,ул. Бальзака д. 2
5853,ул. Бальзака д. 2А
5854,ул. Бальзака д. 4
5855,ул. Бальзака д. 8
5856,ул. Бальзака д. 8Б
5857,ул. Басенова д. 10 корпус 1
5858,ул. Басенова д. 10
5859,ул. Басенова д. 15
5860,ул. Басенова д. 16
5861,ул. Басенова д. 16/1
5862,ул. Басенова д. 25
5863,ул. Басенова д. 27
5864,ул. Басенова д. 27А
5865,ул. Басенова д. 29
5866,ул. Басенова д. 39
5867,ул. Басенова д. 39А
5868,ул. Басенова д. 41
5869,ул. Басенова д. 41/1
5870,ул. Басенова д. 41/2
5871,ул. Басенова д. 43
5872,ул. Басенова д. 45
5873,ул. Басенова д. 47
5874,ул. Басенова д. 223/1
5875,ул. Березовского д. 2
5876,ул. Березовского д. 4
5877,ул. Березовского д. 6
5878,ул. Березовского д. 8
5879,ул. Березовского д. 10
5880,ул. Биокомбинат д. 20
5881,ул. Бокина д. 3
5882,ул. Бокина д. 3А
5883,ул. Бокина д. 3/1
5884,ул. Бокина д. 4
5885,ул. Бокина д. 6
5886,ул. Бокина д. 6А
5887,ул. Бокина д. 10
5888,ул. Бокина д. 12
5889,ул. Брауна д. 11
5890,ул. Брусиловского д. 247
5891,ул. Брусиловского д. 247А
5892,ул. Брусиловского д. 249
5893,ул. Брусиловского д. 255
5894,ул. Брусиловского д. 260
5895,ул. Брусиловского д. 277
5896,ул. Брусиловского д. 281
5897,ул. Брусиловского д. 281А
5898,ул. Брусиловского д. 283
5899,ул. Бультриковой д. 6
5900,ул. Вахтангова д. 2
5901,ул. Вахтангова д. 12
5902,ул. Вахтангова д. 13Б
5903,ул. Вахтангова д. 16
5904,ул. Вахтангова д. 17
5905,ул. Вахтангова д. 17А
5906,ул. Вахтангова д. 17Б
5907,ул. Вахтангова д. 18
5908,ул. Вахтангова д. 18А
5909,ул. Вахтангова д. 19
5910,ул. Вахтангова д. 21
5911,ул. Витебская д. 1
5912,ул. Витебская д. 10/1
5913,ул. Витебская д. 25
5914,ул. Витебская д. 27
5915,ул. Витебская д. 29
5916,ул. Витебская д. 31
5917,ул. Володарского д. 2А
5918,ул. Володарского д. 15
5919,ул. Володарского д. 26/29
5920,ул. Володарского д. 40А
5921,ул. Вяземская д. 2
5922,ул. Габдуллина д. 9
5923,ул. Габдуллина д. 26А
5924,ул. Габдуллина д. 28
5925,ул. Габдуллина д. 49
5926,ул. Габдуллина д. 50/29
5927,ул. Габдуллина д. 51А
5928,ул. Габдуллина д. 53
5929,ул. Габдуллина д. 53А
5930,ул. Габдуллина д. 53Б
5931,мкр. Самал-2 д. 35
5932,мкр. Самал-2 д. 36
5933,мкр. Самал-2 д. 39
5934,мкр. Самал-2 д. 40
5935,мкр. Самал-2 д. 41
5936,мкр. Самал-2 д. 42
5937,мкр. Самал-2 д. 43
5938,мкр. Самал-2 д. 45
5939,мкр. Самал-2 д. 46
5940,мкр. Самал-2 д. 47
5941,мкр. Самал-2 д. 48
5942,мкр. Самал-2 д. 49
5943,мкр. Самал-2 д. 50
5944,мкр. Самал-2 д. 51
5945,мкр. Самал-2 д. 52
5946,мкр. Самал-2 д. 53
5947,мкр. Самал-2 д. 54
5948,мкр. Самал-2 д. 55
5949,мкр. Самал-2 д. 56
5950,мкр. Самал-2 д. 58
5951,мкр. Самал-2 д. 63
5952,мкр. Самал-2 д. 67
5953,мкр. Самал-2 д. 69
5954,мкр. Самал-2 д. 70
5955,мкр. Самал-2 д. 71
5956,мкр. Самал-2 д. 72
5957,мкр. Самал-2 д. 73
5958,мкр. Самал-2 д. 74
5959,мкр. Самал-2 д. 75
5960,мкр. Самал-2 д. 76
5961,мкр. Самал-2 д. 77
5962,мкр. Самал-2 д. 78
5963,мкр. Самал-2 д. 79
5964,мкр. Самал-2 д. 80
5965,мкр. Самал-2 д. 81
5966,мкр. Самал-2 д. 84
5967,мкр. Самал-2 д. 85
5968,мкр. Самал-2 д. 86
5969,мкр. Самал-2 д. 87
5970,мкр. Самал-2 д. 88
5971,мкр. Самал-2 д. 89
5972,мкр. Самал-2 д. 90
5973,мкр. Самал-2 д. 91
5974,мкр. Самал-2 д. 105
5975,мкр. Самал-3 д. 15 корпус 1
5976,мкр. Самал-3 д. 15 корпус 2
5977,мкр. Самал-3 д. 15 корпус 3
5978,мкр. Самал-3 д. 3
5979,мкр. Самал-3 д. 4
5980,мкр. Самал-3 д. 9
5981,мкр. Самал-3 д. 10
5982,мкр. Самал-3 д. 11
5983,мкр. Самал-3 д. 12
5984,мкр. Самал-3 д. 15
5985,мкр. Самал-3 д. 21
5986,мкр. Самал-3 д. 22
5987,мкр. Самал-3 д. 25
5988,мкр. Шарапат ул. Ладушкина д. 150 корпус 1
5989,мкр. Шарапат ул. Ладушкина д. 150 корпус 2
5990,мкр. Шарапат ул. Ладушкина д. 150 корпус 3
5991,мкр. Шарапат ул. Ладушкина д. 150 корпус 4
5992,мкр. Шарапат ул. Ладушкина д. 150 корпус 5
5993,мкр. Шарапат ул. Ладушкина д. 150 корпус 6
5994,мкр. Шарапат ул. Ладушкина д. 150 корпус 7
5995,мкр. Шарапат ул. Ладушкина д. 150/1
5996,мкр. Шарапат ул. Ладушкина д. 150/2
5997,мкр. Шарапат ул. Ладушкина д. 150/4
5998,мкр. Эдельвейс д. 4
5999,мкр. Эдельвейс д. 5
6000,мкр. Эдельвейс д. 6
6001,мкр. Эдельвейс д. 11
6002,мкр. Эдельвейс д. 14
6003,мкр. Эдельвейс д. 16
6004,пер. Ватутина д. 14
6005,пер. Горный д. 3
6006,пер. Горный д. 3А
6007,пер. Дачный д. 2
6008,пер. Кирова д. 2
6009,пер. Кирова д. 6
6010,пер. Кирова д. 13
6011,пер. Ключевой д. 34
6012,ПК Горный гигант д. 9
6013,пр. Абая д. 15
6014,пр. Абая д. 17
6015,пр. Абая д. 21
6016,пр. Абая д. 23
6017,пр. Абая д. 27
6018,пр. Абая д. 31
6019,пр. Аль-Фараби д. 1А
6020,пр. Аль-Фараби д. 1Б
6021,пр. Аль-Фараби д. 100
6022,пр. Аль-Фараби д. 108А
6023,пр. Аль-Фараби д. 110А
6024,пр. Аль-Фараби д. 110Б
6025,пр. Аль-Фараби д. 110В
6026,пр. Аль-Фараби д. 110Е
6027,пр. Аль-Фараби д. 110/19
6028,пр. Достык д. 291/5 корпус 1
6029,пр. Достык д. 1/13
6030,пр. Достык д. 291/5 корпус 2
6031,пр. Достык д. 10
6032,пр. Достык д. 12
6033,пр. Достык д. 12/24
6034,пр. Достык д. 14
6035,пр. Достык д. 16/25
6036,пр. Достык д. 17
6037,пр. Достык д. 19
6038,пр. Достык д. 27
6039,пр. Достык д. 29
6040,пр. Достык д. 30/22
6041,пр. Достык д. 31
6042,пр. Достык д. 33
6043,пр. Достык д. 33/23
6044,пр. Достык д. 34/1
6045,пр. Достык д. 36
6046,пр. Достык д. 40
6047,пр. Достык д. 42
6048,пр. Достык д. 42А
6049,пр. Достык д. 42/68
6050,пр. Достык д. 44
6051,пр. Достык д. 46
6052,пр. Достык д. 47
6053,пр. Достык д. 48
6054,пр. Достык д. 49/76
6055,пр. Достык д. 50
6056,пр. Достык д. 53
6057,пр. Достык д. 69
6058,пр. Достык д. 71
6059,пр. Достык д. 87А
6060,пр. Достык д. 89
6061,пр. Достык д. 89А
6062,пр. Достык д. 89Б
6063,пр. Достык д. 89/1
6064,пр. Достык д. 89/2
6065,пр. Достык д. 91
6066,ул. Сулейменова д. 10
6067,ул. Сулейменова д. 12
6068,ул. Сулейменова д. 13
6069,ул. Сулейменова д. 14
6070,ул. Сулейменова д. 15
6071,ул. Сулейменова д. 18/18
6072,ул. Сулейменова д. 19
6073,ул. Сулейменова д. 19/44
6074,ул. Сулейменова д. 20
6075,ул. Сулейменова д. 21
6076,ул. Сулейменова д. 22/30
6077,ул. Сулейменова д. 23
6078,ул. Сулейменова д. 23/1
6079,ул. Сулейменова д. 24
6080,ул. Сулейменова д. 24А
6081,ул. Сулейменова д. 24Б
6082,ул. Сулейменова д. 25
6083,ул. Сулейменова д. 26А
6084,ул. Сулейменова д. 28
6085,ул. Сулейменова д. 30
6086,ул. Сулейменова д. 31/22
6087,ул. Сулейменова д. 32
6088,ул. Сулейменова д. 33
6089,ул. Сулейменова д. 34/15
6090,ул. Сулейменова д. 35
6091,ул. Сулейменова д. 36/18
6092,ул. Сулейменова д. 38
6093,ул. Сулейменова д. 39/10
6094,ул. Сулейменова д. 40
6095,ул. Сулейменова д. 40А
6096,ул. Сулейменова д. 40В
6097,ул. Сулейменова д. 40/1
6098,ул. Сулейменова д. 40/2
6099,ул. Сулейменова д. 40/3
6100,ул. Сулейменова д. 41
6101,ул. Сулейменова д. 42
6102,ул. Сулейменова д. 43/20
6103,ул. Сулейменова д. 44
6104,ул. Сулейменова д. 46
6105,ул. Сулейменова д. 47/10
6106,ул. Сулейменова д. 49
6107,ул. Сулейменова д. 51
6108,ул. Сулейменова д. 52
6109,ул. Талдыкурганская д. 16А
6110,ул. Талдыкурганская д. 18/18
6111,ул. Токтабаева д. 7
6112,ул. Токтабаева д. 7А
6113,ул. Токтабаева д. 9
6114,ул. Токтабаева д. 11
6115,ул. Токтабаева д. 13
6116,ул. Токтабаева д. 20
6117,ул. Токтабаева д. 24
6118,ул. Токтабаева д. 31/22
6119,ул. Толе би д. 293
6120,ул. Толе би д. 293А
6121,ул. Толе би д. 293Г
6122,ул. Толе би д. 295В
6123,ул. Толе би д. 298
6124,ул. Толе би д. 298/1
6125,ул. Толе би д. 298/3
6126,ул. Толе би д. 298/5
6127,ул. Толе би д. 298/6
6128,ул. Толе би д. 298/7
6129,ул. Торайгырова С. д. 7/48
6130,ул. Тунтубаева д. 9
6131,ул. Тунтубаева д. 20
6132,ул. Тургенева д. 17
6133,ул. Тургенева д. 27/9
6134,ул. Утеген батыра д. 17Б корпус 1
6135,ул. Утеген батыра д. 17Б корпус 2
6136,ул. Утеген батыра д. 17Б корпус 3
6137,ул. Утеген батыра д. 17Б корпус 4
6138,ул. Утеген батыра д. 17/3
6139,ул. Утеген батыра д. 21
6140,ул. Утеген батыра д. 71А
6141,ул. Утеген батыра д. 73
6142,ул. Утеген батыра д. 82
6143,ул. Утеген батыра д. 82А
6144,ул. Утеген батыра д. 84
6145,ул. Утеген батыра д. 84А
6146,ул. Утеген батыра д. 84Б
6147,ул. Утеген батыра д. 84Г
6148,ул. Утеген батыра д. 86
6149,ул. Утеген батыра д. 88
6150,ул. Утеген батыра д. 90
6151,ул. Утеген батыра д. 92
6152,ул. Утеген батыра д. 92А
6153,ул. Утеген батыра д. 94
6154,ул. Утеген батыра д. 96
6155,ул. Утеген батыра д. 98
6156,ул. Утеген батыра д. 100
6157,ул. Утеген батыра д. 102
6158,ул. Утеген батыра д. 104
6159,ул. Утеген батыра д. 106
6160,ул. Утеген батыра д. 108
6161,ул. Утеген батыра д. 110
6162,ул. Утеген батыра д. 114
6163,ул. Центральная д. 7
6164,ул. Центральная д. 8
6165,ул. Черепанова д. 22/27
6166,ул. Черепанова д. 34/15
6167,ул. Черепанова д. 36/18
6168,ул. Чернова д. 25
6169,ул. Щепкина д. 1А
6170,ул. Щепкина д. 2
6171,ул. Щепкина д. 7/48
6172,ул. Щепкина д. 33
6173,ул. Щепкина д. 71
6174,ул. Щепкина д. 71А
6175,мкр. Актобе ж.м. ГОРНАЯ ДОЛИНА д. 25А
6176,мкр. Актобе ж.м. ГОРНАЯ ДОЛИНА д. 25Б
6177,мкр. Актобе ул. Назконыр д. 10
6178,мкр. Актобе ул. Раугаш д. 1
6179,мкр. Актобе ул. Раугаш д. 7
6180,мкр. Актобе ул. Раугаш д. 7А
6181,мкр. Актобе ул. Раугаш д. 7Б
6182,мкр. Актобе ул. Раугаш д. 7В
6183,мкр. Актобе ул. Солнечная д. 2В
6184,мкр. Алма Арасан ул. Санаторий алма арасан д. 1
6185,мкр. Алма Арасан ул. Санаторий алма арасан д. 2
6186,мкр. Алма Арасан ул. Санаторий алма арасан д. 3
6187,мкр. Алма Арасан ул. Санаторий алма арасан д. 4
6188,мкр. Алма Арасан ул. Санаторий алма арасан д. 5
6189,мкр. Алма Арасан ул. Санаторий алма арасан д. 6
6190,мкр. Алмагуль д. 1
6191,мкр. Алмагуль д. 2
6192,мкр. Алмагуль д. 3
6193,мкр. Алмагуль д. 4
6194,мкр. Алмагуль д. 5
6195,мкр. Алмагуль д. 6
6196,мкр. Алмагуль д. 7
6197,мкр. Алмагуль д. 8
6198,мкр. Алмагуль д. 9
6199,мкр. Алмагуль д. 10
6200,мкр. Алмагуль д. 11
6201,пр. Райымбек д. 345А
6202,пр. Райымбек д. 345Б
6203,пр. Райымбек д. 345В
6204,пр. Райымбек д. 345Г
6205,пр. Райымбек д. 345/2
6206,пр. Райымбек д. 347
6207,пр. Райымбек д. 347А
6208,пр. Райымбек д. 373
6209,пр. Райымбек д. 375
6210,пр. Райымбек д. 383/2
6211,пр. Райымбек д. 395
6212,пр. Райымбек д. 405
6213,пр. Райымбек д. 405/3
6214,пр. Райымбек д. 405/5
6215,пр. Райымбек д. 445
6216,пр. Райымбек д. 449
6217,пр. Райымбек д. 469/2
6218,пр. Райымбек д. 481
6219,пр. Райымбек д. 481В
6220,пр. Райымбек д. 481/1
6221,пр. Райымбек д. 485
6222,пр. Рыскулова д. 131А
6223,ул. 2 Кисловодская д. 1
6224,ул. 2 Кисловодская д. 3/1
6225,ул. 2 Кисловодская д. 5
6226,ул. 2 Кисловодская д. 7
6227,ул. 2 Кисловодская д. 9
6228,ул. 2 Кисловодская д. 9А
6229,ул. 2 Кисловодская д. 13
6230,ул. 2 Кисловодская д. 15
6231,ул. 2 Кисловодская д. 15А
6232,ул. 2 Кисловодская д. 17
6233,ул. 2 Кисловодская д. 19
6234,ул. 2 Кисловодская д. 21
6235,ул. 2 Кисловодская д. 23
6236,ул. 2 Кисловодская д. 25
6237,ул. 2 Кисловодская д. 25А
6238,ул. 2 Кисловодская д. 27
6239,ул. 2 Кисловодская д. 27А
6240,ул. 2 Кисловодская д. 27Г
6241,ул. 2 Кисловодская д. 29
6242,ул. 2 Кисловодская д. 31
6243,ул. 2 Кисловодская д. 33
6244,ул. 2 Кисловодская д. 33А
6245,ул. Акмолинская д. 1А
6246,ул. Акмолинская д. 3
6247,ул. Акмолинская д. 10
6248,ул. Акмолинская д. 11
6249,ул. Ахрименко д. 3/22
6250,ул. Беломорская д. 35
6251,ул. Бобруйская д. 39
6252,ул. Бобруйская д. 43/1
6253,ул. Бобруйская д. 45
